Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,13,32,0,36
Travel Agency,Online,No,7,10,0,28
Travel Agency,Online,No,12,10,0,36
Travel Agency,Online,No,21,11,0,38
Travel Agency,Online,No,34,15,0,36
Travel Agency,Online,No,5,10,0,52
Travel Agency,Online,No,25,80,0,32
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,34,27,0,36
Travel Agency,Online,No,18,80,0,67
Travel Agency,Online,No,82,24,0,37
Travel Agency,Online,No,27,25,0,33
Travel Agency,Online,No,51,54,0,36
Travel Agency,Online,No,31,13,0,30
Travel Agency,Online,No,23,10,0,33
Travel Agency,Online,No,31,16,0,36
Travel Agency,Online,No,1,10,0,26
Travel Agency,Online,No,26,16,0,43
Travel Agency,Online,No,26,21,0,25
Travel Agency,Online,No,13,10,0,51
Travel Agency,Online,No,90,10,0,28
Travel Agency,Online,No,45,19,0,36
Travel Agency,Online,No,3,19,0,61
Travel Agency,Online,No,59,16,0,36
Travel Agency,Online,No,107,45,0,36
Travel Agency,Online,No,7,13,0,36
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,4,13,0,45
Travel Agency,Online,No,18,17,0,36
Travel Agency,Online,No,59,52,0,36
Travel Agency,Online,No,7,10,0,61
Travel Agency,Online,No,9,10,0,36
Travel Agency,Online,No,2,32,0,36
Travel Agency,Online,No,7,17,0,36
Travel Agency,Online,No,31,15,0,36
Travel Agency,Online,No,18,12,0,36
Travel Agency,Online,No,277,80,0,36
Travel Agency,Online,No,20,11,0,36
Travel Agency,Online,No,277,80,0,36
Travel Agency,Online,No,72,19,0,36
Travel Agency,Online,No,12,19,0,59
Travel Agency,Online,No,10,13,0,36
Travel Agency,Online,No,50,10,0,36
Travel Agency,Online,No,8,59,0,23
Travel Agency,Online,No,39,35,0,36
Travel Agency,Online,No,39,10,0,36
Travel Agency,Online,No,23,68,0,26
Travel Agency,Online,No,27,39,0,27
Travel Agency,Online,No,4,12,0,28
Travel Agency,Online,No,20,10,0,36
Travel Agency,Online,No,6,13,0,36
Travel Agency,Online,No,53,61,0,36
Travel Agency,Online,No,4,19,0,53
Travel Agency,Online,No,23,41,0,36
Travel Agency,Online,No,3,30,0,36
Travel Agency,Online,No,12,29,0,36
Travel Agency,Online,No,3,65,0,36
Travel Agency,Online,No,32,24,0,36
Travel Agency,Online,No,9,20,0,36
Travel Agency,Online,No,4,31,0,36
Airlines,Online,No,15,60,24,118
Airlines,Online,No,47,39,15.6,118
Airlines,Online,No,2,42,16.8,118
Airlines,Online,No,25,31,12.4,118
Airlines,Online,No,5,195,78,118
Travel Agency,Online,No,13,48,18.24,48
Airlines,Online,No,8,23,9.2,54
Airlines,Online,No,8,15,6,47
Airlines,Online,No,78,6.56,1.84,48
Airlines,Online,No,51,14.35,4.02,48
Airlines,Online,No,12,30,10.5,51
Airlines,Online,No,75,26,9.1,23
Airlines,Online,No,9,26,9.1,41
Airlines,Online,No,9,22,7.7,70
Airlines,Online,No,3,18,6.3,56
Airlines,Online,No,2,18,6.3,53
Airlines,Online,No,7,18,6.3,53
Airlines,Online,No,11,35,12.25,53
Airlines,Online,No,8,0,6.3,29
Airlines,Online,No,25,22,7.7,45
Airlines,Online,No,2,18,6.3,47
Airlines,Online,No,27,30,10.5,40
Airlines,Online,No,11,35,12.25,28
Airlines,Online,No,178,30,10.5,45
Airlines,Online,No,8,18,6.3,38
Airlines,Online,No,8,18,6.3,65
Airlines,Online,No,10,22,7.7,67
Airlines,Online,No,1,18,6.3,25
Airlines,Online,No,10,35,12.25,61
Airlines,Online,No,12,58,20.3,43
Airlines,Online,No,80,109,38.15,29
Airlines,Online,No,32,69,24.15,37
Travel Agency,Offline,No,35,29,9.57,26
Airlines,Online,No,33,33,11.55,118
Travel Agency,Offline,No,25,0,16.5,32
Travel Agency,Offline,No,34,29,9.57,64
Travel Agency,Offline,No,150,29,9.57,61
Airlines,Online,No,74,24.9,8.71,48
Airlines,Online,No,3,0,8.56,48
Airlines,Online,No,86,74.9,18.73,32
Airlines,Online,No,3,27,6.75,39
Airlines,Online,No,10,53.25,13.31,29
Airlines,Online,No,9,20.25,5.06,31
Airlines,Online,No,15,69,17.25,30
Airlines,Online,No,9,35.25,8.81,28
Airlines,Online,No,9,62.25,15.56,25
Airlines,Online,No,7,62.25,15.56,24
Airlines,Online,No,8,83,20.75,28
Airlines,Online,No,9,89.25,22.31,28
Airlines,Online,Yes,364,252.85,63.21,30
Airlines,Online,No,365,202.3,50.58,36
Travel Agency,Online,No,10,39.6,23.76,45
Travel Agency,Online,No,8,39.6,23.76,35
Travel Agency,Online,No,72,19.8,11.88,28
Travel Agency,Online,No,19,49.5,29.7,49
Travel Agency,Online,No,86,49.5,29.7,35
Travel Agency,Online,No,35,39.6,23.76,38
Travel Agency,Online,No,28,39.6,23.76,32
Travel Agency,Online,No,99,69.3,41.58,36
Travel Agency,Online,No,29,29.7,17.82,60
Travel Agency,Online,No,171,29.7,17.82,59
Travel Agency,Online,No,25,29.7,17.82,34
Travel Agency,Online,No,2,19.8,11.88,46
Travel Agency,Online,No,34,29.7,17.82,56
Travel Agency,Online,No,2,19.8,11.88,30
Travel Agency,Online,No,127,49.5,29.7,31
Travel Agency,Online,No,160,39.6,23.76,42
Travel Agency,Online,No,163,19.8,11.88,42
Travel Agency,Online,No,168,49.5,29.7,42
Travel Agency,Online,No,2,19.8,11.88,46
Travel Agency,Online,No,78,99,59.4,56
Travel Agency,Online,No,9,29.7,17.82,30
Travel Agency,Online,No,35,29.7,17.82,51
Travel Agency,Online,No,41,39.6,23.76,33
Travel Agency,Online,No,27,29.7,17.82,31
Travel Agency,Online,No,158,178.2,106.92,44
Travel Agency,Online,No,150,99,59.4,42
Travel Agency,Online,No,2,19.8,11.88,31
Travel Agency,Online,No,325,99,59.4,42
Travel Agency,Online,No,325,99,59.4,44
Travel Agency,Online,No,16,0,47.52,31
Travel Agency,Online,No,14,46,0,36
Travel Agency,Online,No,54,27,0,36
Travel Agency,Online,No,12,32,0,36
Travel Agency,Online,No,24,112,0,36
Travel Agency,Online,No,91,20,0,46
Travel Agency,Online,No,8,41,0,36
Travel Agency,Online,No,4,20,0,36
Travel Agency,Online,No,14,20,0,36
Travel Agency,Online,No,31,45,0,36
Travel Agency,Online,No,116,55,0,36
Travel Agency,Online,No,18,20,0,36
Travel Agency,Online,No,215,20,0,36
Travel Agency,Online,No,149,20,0,36
Travel Agency,Online,No,37,0,0,36
Travel Agency,Online,No,33,20,0,40
Travel Agency,Online,No,11,42,0,36
Travel Agency,Online,No,51,20,0,51
Travel Agency,Online,No,22,20,0,27
Travel Agency,Online,No,69,89,0,36
Travel Agency,Online,No,68,29,0,36
Travel Agency,Online,No,20,20,0,36
Travel Agency,Online,No,25,46,0,36
Travel Agency,Online,No,7,62,0,36
Travel Agency,Online,No,215,20,0,36
Travel Agency,Online,No,149,20,0,36
Travel Agency,Online,No,10,28,0,36
Travel Agency,Online,No,18,45,0,36
Travel Agency,Online,No,20,23,0,36
Travel Agency,Online,No,40,44,0,36
Travel Agency,Online,No,19,20,0,36
Travel Agency,Online,No,51,112,0,36
Travel Agency,Online,No,85,95,0,36
Travel Agency,Online,No,12,31,0,56
Travel Agency,Online,No,17,47,0,56
Travel Agency,Online,No,36,26,0,36
Travel Agency,Online,No,28,62,0,36
Travel Agency,Online,No,6,10,0,46
Travel Agency,Online,No,68,72,0,36
Travel Agency,Online,No,9,13,0,53
Travel Agency,Online,No,24,10,0,36
Travel Agency,Online,No,5,13,0,31
Travel Agency,Online,No,30,14,0,36
Travel Agency,Online,No,10,10,0,45
Travel Agency,Online,No,108,18,0,36
Travel Agency,Online,No,14,26,0,36
Travel Agency,Online,No,36,38,0,30
Travel Agency,Online,No,212,34,0,31
Travel Agency,Online,No,3,27,0,36
Travel Agency,Online,No,22,19,0,36
Travel Agency,Online,No,9,24,0,36
Travel Agency,Online,No,107,0,0,36
Travel Agency,Online,No,282,37,0,36
Travel Agency,Online,No,276,80,0,36
Travel Agency,Online,No,14,14,0,36
Travel Agency,Online,No,30,80,0,36
Travel Agency,Online,No,9,38,0,36
Travel Agency,Online,No,52,11,0,36
Travel Agency,Online,No,46,51,0,36
Travel Agency,Online,No,1,10,0,23
Travel Agency,Online,No,174,41,0,36
Travel Agency,Online,No,46,35,0,24
Travel Agency,Online,No,7,12,0,36
Travel Agency,Online,No,35,10,0,24
Travel Agency,Online,No,51,82,0,36
Travel Agency,Online,No,38,19,0,36
Travel Agency,Online,No,4,38,0,36
Travel Agency,Online,No,3,17,0,30
Travel Agency,Online,No,26,64,0,36
Travel Agency,Online,No,39,15,0,36
Travel Agency,Online,No,50,27,0,36
Travel Agency,Online,No,13,80,0,30
Travel Agency,Online,No,25,27,0,36
Travel Agency,Online,No,7,10,0,36
Travel Agency,Online,No,19,80,0,36
Travel Agency,Online,No,16,10,0,36
Travel Agency,Online,No,15,17,0,36
Travel Agency,Online,No,4,26,0,36
Travel Agency,Online,No,23,28,0,22
Travel Agency,Online,No,38,10,0,36
Travel Agency,Online,No,3,59,0,36
Travel Agency,Online,No,17,23,0,38
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,8,10,0,35
Travel Agency,Online,No,19,34,0,36
Travel Agency,Online,No,9,20,0,36
Travel Agency,Online,No,20,41,0,36
Travel Agency,Online,No,1,31,0,36
Travel Agency,Online,No,19,43,0,36
Travel Agency,Online,No,1,74,0,34
Travel Agency,Online,No,11,26,0,36
Travel Agency,Online,No,42,24,0,36
Travel Agency,Online,No,21,20,0,36
Travel Agency,Online,No,33,20,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,4,27,0,36
Travel Agency,Online,No,11,39,0,36
Airlines,Online,No,64,62,24.8,118
Airlines,Online,No,21,31,12.4,118
Travel Agency,Online,No,51,29,11.02,48
Airlines,Online,No,0,15,6,24
Airlines,Online,No,6,15,6,32
Airlines,Online,No,6,15,6,36
Airlines,Online,No,29,23,9.2,52
Airlines,Online,No,6,22,7.7,40
Airlines,Online,No,38,22,7.7,43
Airlines,Online,No,17,22,7.7,46
Airlines,Online,No,155,37,12.95,34
Airlines,Online,No,11,22,7.7,37
Airlines,Online,No,4,22,7.7,47
Airlines,Online,No,10,30,10.5,45
Airlines,Online,No,36,35,12.25,79
Airlines,Online,No,90,44,15.4,62
Airlines,Online,No,3,22,7.7,32
Airlines,Online,No,8,18,6.3,40
Airlines,Online,No,6,26,9.1,51
Airlines,Online,No,2,18,6.3,27
Airlines,Online,No,65,96,33.6,39
Airlines,Online,No,40,45,15.75,41
Airlines,Online,No,7,26,9.1,55
Airlines,Online,No,20,45,15.75,40
Travel Agency,Offline,No,79,20,0,118
Travel Agency,Offline,No,67,29,9.57,51
Airlines,Offline,No,18,16.91,4.74,118
Airlines,Offline,No,22,21.14,5.93,118
Airlines,Online,No,6,20.25,5.06,56
Travel Agency,Online,No,101,9.9,5.94,58
Travel Agency,Online,No,100,29.7,17.82,58
Travel Agency,Online,No,17,29.7,17.82,31
Travel Agency,Online,No,37,39.6,23.76,53
Travel Agency,Online,No,135,108.9,65.34,67
Travel Agency,Online,No,52,99,59.4,53
Travel Agency,Online,No,153,49.5,29.7,40
Travel Agency,Online,No,93,29.7,17.82,31
Travel Agency,Online,No,72,59.4,35.64,29
Travel Agency,Online,No,8,9.9,5.94,31
Travel Agency,Online,No,5,9.9,5.94,63
Travel Agency,Online,No,328,59.4,35.64,40
Travel Agency,Online,No,65,19.8,11.88,25
Travel Agency,Online,No,22,29.7,17.82,42
Travel Agency,Online,No,276,0,0,28
Travel Agency,Online,No,37,21,0,36
Travel Agency,Online,No,43,82,0,36
Travel Agency,Online,No,10,112,0,36
Travel Agency,Online,No,71,35,0,36
Travel Agency,Online,No,103,20,0,36
Travel Agency,Online,No,12,20,0,28
Travel Agency,Online,No,28,57,0,36
Travel Agency,Online,No,47,110,0,36
Travel Agency,Online,No,16,27,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,106,32,0,36
Travel Agency,Online,No,25,63,0,36
Travel Agency,Online,No,4,20,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,Yes,51,20,0,36
Travel Agency,Online,No,63,38,0,36
Travel Agency,Online,No,48,20,0,50
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,No,48,20,0,50
Travel Agency,Online,No,123,38,0,36
Travel Agency,Online,No,42,112,0,36
Travel Agency,Online,No,8,20,0,48
Travel Agency,Online,No,30,45,0,36
Travel Agency,Online,No,16,28,0,59
Travel Agency,Online,No,41,16,0,36
Travel Agency,Online,No,9,25,0,36
Travel Agency,Online,No,108,60,0,36
Travel Agency,Online,No,46,12,0,26
Travel Agency,Online,No,51,51,0,36
Travel Agency,Online,No,43,10,0,40
Travel Agency,Online,No,90,47,0,36
Travel Agency,Online,No,23,14,0,36
Travel Agency,Online,No,8,16,0,36
Travel Agency,Online,No,67,0,0,36
Travel Agency,Online,No,46,12,0,36
Travel Agency,Online,No,10,10,0,36
Travel Agency,Online,No,6,51,0,36
Travel Agency,Online,No,4,10,0,28
Travel Agency,Online,No,64,16,0,36
Travel Agency,Online,No,108,27,0,36
Travel Agency,Online,No,77,57,0,36
Travel Agency,Online,No,40,17,0,36
Travel Agency,Online,No,5,10,0,40
Travel Agency,Online,No,3,10,0,21
Travel Agency,Online,No,1,12,0,36
Travel Agency,Online,No,72,37,0,36
Travel Agency,Online,No,13,21,0,44
Travel Agency,Online,No,73,80,0,54
Travel Agency,Online,No,151,80,0,54
Travel Agency,Online,No,2,37,0,36
Travel Agency,Online,No,42,13,0,36
Travel Agency,Online,No,9,0,0,38
Travel Agency,Online,No,23,21,0,36
Travel Agency,Online,No,198,0,0,36
Travel Agency,Online,No,6,17,0,49
Travel Agency,Online,No,25,10,0,28
Travel Agency,Online,No,27,10,0,36
Travel Agency,Online,No,27,59,0,36
Travel Agency,Online,No,10,18,0,36
Travel Agency,Online,No,36,42,0,36
Travel Agency,Online,No,13,10,0,36
Travel Agency,Online,No,100,10,0,40
Travel Agency,Online,No,37,10,0,36
Travel Agency,Online,No,34,13,0,36
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,53,20,0,36
Travel Agency,Online,No,2,20,0,33
Travel Agency,Online,No,2,20,0,33
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,4,20,0,36
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,9,34,0,44
Travel Agency,Online,No,6,23,0,49
Travel Agency,Online,No,25,23,0,36
Airlines,Online,No,25,60,24,118
Travel Agency,Online,No,8,22,8.36,48
Travel Agency,Online,No,37,109,41.42,48
Travel Agency,Online,No,57,75,28.5,48
Airlines,Online,No,30,31,12.4,31
Airlines,Online,No,12,15,6,57
Airlines,Online,No,20,4.12,1.16,48
Airlines,Online,No,77,7.92,2.22,48
Airlines,Online,No,114,6.69,1.88,48
Airlines,Online,No,49,1.98,0.56,48
Airlines,Online,No,48,2.76,0.77,48
Airlines,Online,No,106,4.42,1.24,48
Airlines,Online,No,15,2.45,0.69,48
Airlines,Online,No,28,35,12.25,37
Airlines,Online,No,71,35,12.25,29
Airlines,Online,No,7,18,6.3,20
Airlines,Online,No,9,26,9.1,39
Airlines,Online,No,45,18,6.3,31
Airlines,Online,No,25,35,12.25,27
Airlines,Online,No,2,18,6.3,42
Airlines,Online,No,8,18,6.3,27
Airlines,Online,No,7,18,6.3,42
Airlines,Online,No,9,18,6.3,66
Airlines,Online,No,40,35,12.25,34
Airlines,Online,No,20,18,6.3,35
Airlines,Online,No,12,18,6.3,40
Airlines,Online,No,100,33,11.55,58
Airlines,Online,No,32,83,29.05,52
Airlines,Online,No,4,55,19.25,25
Travel Agency,Offline,No,75,29,9.57,70
Airlines,Online,No,6,39.85,13.95,48
Airlines,Online,No,3,25.9,6.47,28
Airlines,Online,No,26,76.3,19.07,70
Travel Agency,Online,No,28,49.5,29.7,45
Travel Agency,Online,No,34,0,41.58,31
Travel Agency,Online,No,13,19.8,11.88,47
Travel Agency,Online,No,146,69.3,41.58,30
Travel Agency,Online,No,31,49.5,29.7,27
Travel Agency,Online,No,54,59.4,35.64,42
Travel Agency,Online,No,7,69.3,41.58,52
Travel Agency,Online,No,43,168.3,100.98,35
Travel Agency,Online,No,22,29.7,17.82,36
Travel Agency,Online,No,7,0,35.64,31
Travel Agency,Online,No,10,0,17.82,41
Travel Agency,Online,No,33,39.6,23.76,57
Travel Agency,Online,No,28,0,17.82,31
Travel Agency,Online,No,28,19.8,11.88,38
Travel Agency,Online,No,9,39.6,23.76,39
Travel Agency,Online,No,63,29.7,17.82,37
Travel Agency,Online,No,34,69.3,41.58,32
Travel Agency,Online,No,23,0,23.76,53
Travel Agency,Online,No,23,29.7,17.82,31
Travel Agency,Online,No,99,49.5,29.7,40
Travel Agency,Online,No,51,99,59.4,28
Travel Agency,Online,No,13,59.4,35.64,61
Travel Agency,Online,No,49,28,0,36
Travel Agency,Online,No,29,43,0,36
Travel Agency,Online,No,46,0,0,36
Travel Agency,Online,No,35,98,0,36
Travel Agency,Online,No,36,20,0,28
Travel Agency,Online,No,27,54,0,36
Travel Agency,Online,No,49,112,0,36
Travel Agency,Online,No,25,54,0,36
Travel Agency,Online,No,22,48,0,35
Travel Agency,Online,No,133,47,0,36
Travel Agency,Online,No,32,21,0,36
Travel Agency,Online,No,12,20,0,40
Travel Agency,Online,No,97,38,0,36
Travel Agency,Online,No,13,20,0,36
Travel Agency,Online,No,57,20,0,36
Travel Agency,Online,No,7,25,0,48
Travel Agency,Online,No,82,72,0,36
Travel Agency,Online,No,266,31,0,36
Travel Agency,Online,No,83,27,0,36
Travel Agency,Online,No,147,20,0,36
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,No,83,20,0,36
Travel Agency,Online,No,6,52,0,36
Travel Agency,Online,No,28,73,0,36
Travel Agency,Online,No,43,29,0,36
Travel Agency,Online,No,91,51,0,36
Travel Agency,Online,No,180,23,0,36
Travel Agency,Online,No,32,39,0,36
Travel Agency,Online,No,49,20,0,28
Travel Agency,Online,No,92,79,0,36
Travel Agency,Online,Yes,24,21,0,36
Travel Agency,Online,No,41,99,0,36
Travel Agency,Online,No,5,22,0,36
Travel Agency,Online,No,43,26,0,36
Travel Agency,Online,No,7,20,0,28
Travel Agency,Online,No,11,20,0,36
Travel Agency,Online,No,24,94,0,36
Travel Agency,Online,No,26,23,0,38
Travel Agency,Online,No,9,28,0,44
Travel Agency,Online,No,13,20,0,44
Travel Agency,Online,No,15,37,0,36
Travel Agency,Online,No,64,192,0,58
Travel Agency,Online,No,126,20,0,36
Travel Agency,Online,No,14,33,0,36
Travel Agency,Online,No,14,40,0,36
Travel Agency,Online,No,69,112,0,44
Travel Agency,Online,No,11,36,0,36
Travel Agency,Online,No,7,23,0,29
Travel Agency,Online,No,102,10,0,32
Travel Agency,Online,No,273,64,0,26
Travel Agency,Online,No,82,26,0,40
Travel Agency,Online,No,1,10,0,36
Travel Agency,Online,No,35,15,0,36
Travel Agency,Online,No,42,11,0,31
Travel Agency,Online,No,5,80,0,36
Travel Agency,Online,No,8,80,0,36
Travel Agency,Online,No,3,17,0,38
Travel Agency,Online,No,10,24,0,36
Travel Agency,Online,No,51,10,0,40
Travel Agency,Online,No,50,21,0,36
Travel Agency,Online,No,2,24,0,36
Travel Agency,Online,No,10,10,0,36
Travel Agency,Online,No,19,36,0,36
Travel Agency,Online,No,50,10,0,36
Travel Agency,Online,No,45,11,0,36
Travel Agency,Online,No,37,10,0,25
Travel Agency,Online,No,25,63,0,36
Travel Agency,Online,No,44,45,0,36
Travel Agency,Online,No,23,28,0,36
Travel Agency,Online,No,7,23,0,36
Travel Agency,Online,No,40,22,0,36
Travel Agency,Online,No,42,28,0,36
Travel Agency,Online,No,65,25,0,36
Travel Agency,Online,No,3,19,0,36
Travel Agency,Online,No,144,35,0,36
Travel Agency,Online,No,103,16,0,42
Travel Agency,Online,No,70,10,0,36
Travel Agency,Online,No,5,10,0,31
Travel Agency,Online,No,12,10,0,45
Travel Agency,Online,No,17,10,0,45
Travel Agency,Online,No,34,10,0,36
Travel Agency,Online,No,8,14,0,36
Travel Agency,Online,No,12,30,0,36
Travel Agency,Online,No,127,80,0,64
Travel Agency,Online,No,4,10,0,67
Travel Agency,Online,No,125,35,0,36
Travel Agency,Online,No,5,21,0,36
Travel Agency,Online,No,21,43,0,36
Travel Agency,Online,No,31,10,0,36
Travel Agency,Online,No,41,19,0,36
Travel Agency,Online,No,7,15,0,36
Travel Agency,Online,No,5,24,0,36
Travel Agency,Online,No,13,11,0,37
Travel Agency,Online,No,26,62,0,36
Travel Agency,Online,No,175,60,0,36
Travel Agency,Online,No,78,67,0,36
Travel Agency,Online,No,66,40,0,30
Travel Agency,Online,No,274,69,0,36
Travel Agency,Online,No,4,22,0,36
Travel Agency,Online,No,275,74,0,28
Travel Agency,Online,No,12,17,0,36
Travel Agency,Online,No,51,42,0,36
Travel Agency,Online,No,30,16,0,36
Travel Agency,Online,No,23,20,0,36
Travel Agency,Online,No,34,23,0,36
Travel Agency,Online,No,2,66,0,36
Travel Agency,Online,No,19,20,0,36
Travel Agency,Online,No,70,20,0,76
Travel Agency,Online,No,10,92,0,36
Travel Agency,Online,No,15,63,0,36
Travel Agency,Online,No,6,20,0,42
Travel Agency,Online,No,14,20,0,36
Airlines,Online,No,23,78,31.2,118
Airlines,Online,No,58,31,12.4,118
Airlines,Online,No,23,78,31.2,118
Travel Agency,Online,No,16,83,31.54,48
Airlines,Online,No,35,5.92,1.66,48
Airlines,Online,No,113,5.08,1.43,48
Airlines,Online,No,7,0.58,0.16,48
Airlines,Online,No,37,22,7.7,45
Airlines,Online,No,14,18,6.3,25
Airlines,Online,No,7,22,7.7,72
Airlines,Online,No,70,40,14,54
Airlines,Online,No,181,37,12.95,32
Airlines,Online,No,7,18,6.3,16
Airlines,Online,No,14,22,7.7,44
Airlines,Online,No,5,22,7.7,46
Airlines,Online,No,30,121,42.35,40
Airlines,Online,No,18,58,20.3,35
Airlines,Online,No,34,92,32.2,32
Airlines,Online,No,16,27,6.75,34
Airlines,Online,No,19,0,12.94,40
Airlines,Online,No,13,44.25,11.06,40
Airlines,Online,No,6,36.75,9.19,33
Airlines,Online,No,21,62.25,15.56,34
Airlines,Online,No,10,37.5,9.38,25
Airlines,Online,No,6,27.75,6.94,70
Travel Agency,Online,No,4,39.6,23.76,29
Travel Agency,Online,No,6,29.7,17.82,31
Travel Agency,Online,No,10,69.3,41.58,54
Travel Agency,Online,No,15,148.5,89.1,44
Travel Agency,Online,No,4,19.8,11.88,48
Travel Agency,Online,No,68,49.5,29.7,38
Travel Agency,Online,No,29,29.7,17.82,24
Travel Agency,Online,No,158,39.6,23.76,64
Travel Agency,Online,No,1,9.9,5.94,37
Travel Agency,Online,No,154,108.9,65.34,41
Travel Agency,Online,No,4,29.7,17.82,44
Travel Agency,Online,No,149,59.4,35.64,40
Travel Agency,Online,No,155,39.6,23.76,31
Travel Agency,Online,No,21,79.2,47.52,41
Travel Agency,Online,No,112,108.9,65.34,41
Travel Agency,Online,No,7,0,41.58,31
Travel Agency,Online,No,7,29.7,17.82,66
Travel Agency,Online,No,26,19.8,11.88,28
Travel Agency,Online,No,99,188.1,112.86,56
Travel Agency,Online,No,13,99,59.4,58
Travel Agency,Online,No,2,9.9,5.94,31
Travel Agency,Online,No,23,49.5,29.7,48
Travel Agency,Online,No,66,69.3,41.58,31
Travel Agency,Online,No,117,89.1,53.46,37
Travel Agency,Online,No,56,67,0,36
Travel Agency,Online,No,27,46,0,43
Travel Agency,Online,No,5,20,0,56
Travel Agency,Online,No,114,44,0,36
Travel Agency,Online,No,2,21,0,36
Travel Agency,Online,No,4,27,0,42
Travel Agency,Online,No,34,41,0,26
Travel Agency,Online,No,34,33,0,36
Travel Agency,Online,No,140,20,0,36
Travel Agency,Online,No,8,84,0,36
Travel Agency,Online,No,36,23,0,36
Travel Agency,Online,No,54,58,0,36
Travel Agency,Online,No,84,67,0,36
Travel Agency,Online,No,16,82,0,36
Travel Agency,Online,No,11,20,0,36
Travel Agency,Online,No,16,41,0,36
Travel Agency,Online,No,189,94,0,63
Travel Agency,Online,No,76,54,0,36
Travel Agency,Online,No,189,94,0,52
Travel Agency,Online,No,33,59,0,36
Travel Agency,Online,No,33,45,0,36
Travel Agency,Online,No,23,62,0,50
Travel Agency,Online,No,46,20,0,41
Travel Agency,Online,No,99,20,0,36
